,cod_loja,data_semana_comercial,venda,localidade,loja_tamanho,clima
56440,249,2021-06-13,22,1,2,2
56441,420,2021-07-25,37,0,0,0
56442,48,2021-01-10,17,1,0,3
56443,24,2021-02-28,17,1,3,4
56444,273,2022-07-17,4,1,3,3
56445,124,2022-01-30,8,1,2,2
56446,102,2021-10-03,20,1,2,4
56447,15,2022-08-21,18,1,2,4
56448,203,2021-08-08,19,1,2,2
56449,60,2022-06-05,132,1,1,4
56450,163,2021-02-07,24,1,2,4
56451,176,2022-01-09,17,1,0,2
56452,112,2021-09-19,24,1,2,2
56453,326,2022-08-07,34,1,3,5
56454,78,2022-08-14,28,1,2,4
56455,289,2022-02-20,17,1,3,2
56456,324,2022-04-03,18,1,4,2
56457,325,2021-07-04,27,1,3,5
56458,245,2021-03-28,13,1,2,2
56459,306,2022-02-06,26,1,3,3
56460,299,2022-08-14,40,1,2,3
56461,69,2021-04-25,19,1,0,2
56462,2,2022-02-13,17,1,0,5
56463,294,2022-06-05,77,1,2,4
56464,259,2021-10-24,29,1,2,2
56465,304,2021-10-24,8,1,2,5
56466,68,2021-10-31,9,1,2,5
56467,140,2021-09-12,9,1,2,3
56468,45,2022-04-10,35,1,2,4
56469,335,2021-06-13,16,1,4,2
56470,238,2022-04-17,30,1,3,2
56471,194,2021-08-08,6,1,2,3
56472,67,2021-09-19,12,1,2,5
56473,346,2021-10-10,17,1,3,5
56474,344,2022-03-20,23,1,3,4
56475,34,2021-07-11,26,1,0,4
56476,70,2021-07-25,17,1,2,2
56477,99,2021-01-24,14,1,2,5
56478,266,2021-09-05,13,1,2,5
56479,80,2021-09-19,39,1,0,2
56480,83,2022-07-31,23,1,2,2
56481,386,2022-08-21,3,1,2,2
56482,263,2021-10-24,6,1,2,2
56483,16,2022-03-20,16,1,3,4
56484,323,2021-08-15,8,1,3,2
56485,272,2021-02-14,9,1,3,3
56486,23,2021-09-05,4,1,2,3
56487,283,2022-07-24,2,1,3,3
56488,174,2022-01-30,22,1,2,2
56489,348,2021-10-31,5,1,0,4
56490,148,2021-06-20,18,1,2,2
56491,372,2022-05-29,23,1,3,4
56492,337,2021-01-10,23,1,3,2
56493,236,2021-12-19,7,1,2,3
56494,174,2022-08-07,16,1,2,2
56495,124,2021-04-25,14,1,2,2
56496,68,2021-05-16,34,1,2,5
56497,355,2022-03-20,12,1,3,3
56498,40,2022-02-20,24,1,1,4
56499,28,2021-10-24,47,1,0,3
56500,64,2022-03-13,13,1,3,4
56501,141,2022-03-20,27,1,2,4
56502,25,2022-03-27,55,1,0,4
56503,259,2022-05-15,38,1,2,2
56504,340,2022-07-10,4,1,3,2
56505,35,2022-02-13,15,1,0,4
56506,116,2022-05-15,38,1,3,5
56507,418,2022-06-05,29,0,0,0
56508,165,2021-01-31,12,1,2,2
56509,298,2021-04-18,12,1,2,2
56510,137,2021-10-03,2,1,3,3
56511,190,2022-04-03,15,1,2,3
56512,226,2021-07-04,23,1,3,5
56513,139,2021-02-21,17,1,2,4
56514,121,2021-04-11,20,1,3,3
56515,79,2021-05-02,14,1,3,3
56516,418,2022-04-10,35,0,0,0
56517,375,2021-06-13,33,1,3,3
56518,338,2021-02-07,12,1,3,3
56519,376,2022-03-13,17,1,4,5
56520,344,2021-05-16,29,1,3,4
56521,39,2021-02-28,2,1,2,3
56522,292,2022-07-24,19,1,2,4
56523,246,2021-01-03,19,1,2,3
56524,370,2022-05-29,16,1,4,5
56525,58,2022-07-10,17,1,0,3
56526,386,2021-08-22,4,1,2,2
56527,193,2021-03-21,35,1,2,5
56528,315,2022-02-06,14,1,3,2
56529,245,2021-10-24,27,1,2,2
56530,274,2022-07-24,8,1,3,2
56531,271,2021-05-16,20,1,4,3
56532,70,2022-04-10,20,1,2,2
56533,376,2022-04-10,19,1,4,5
56534,283,2022-04-17,25,1,3,3
56535,271,2022-02-13,3,1,4,3
56536,417,2022-08-14,14,0,0,0
56537,12,2022-02-20,27,1,0,5
56538,8,2022-08-21,19,1,3,5
56539,381,2022-05-08,5,1,2,3
56540,48,2022-01-02,12,1,0,3
56541,162,2021-10-10,23,1,2,3
56542,268,2021-10-17,11,1,2,4
56543,51,2021-10-24,8,1,2,3
56544,330,2021-07-11,26,1,2,3
56545,276,2022-06-05,30,1,3,4
56546,95,2021-01-17,13,1,2,3
56547,307,2021-10-24,20,1,2,5
56548,142,2022-02-27,13,1,3,2
56549,185,2022-03-27,22,1,2,3
56550,325,2022-05-29,15,1,3,5
56551,105,2022-07-10,24,1,2,3
56552,365,2021-04-04,3,1,4,2
56553,192,2022-04-03,44,1,2,4
56554,301,2022-05-08,39,1,2,3
56555,414,2021-10-03,47,2,0,6
56556,292,2022-02-13,5,1,2,4
56557,237,2022-03-06,4,1,3,4
56558,20,2021-05-30,24,1,2,5
56559,176,2021-04-04,19,1,0,2
56560,81,2022-02-06,5,1,4,2
56561,138,2021-01-17,6,1,0,4
56562,133,2022-08-21,20,1,3,4
56563,104,2021-08-01,12,1,2,2
56564,127,2022-06-19,19,1,2,3
56565,252,2021-09-19,7,1,4,2
56566,71,2022-02-13,5,1,2,4
56567,1,2021-10-17,11,1,0,5
56568,138,2021-09-19,35,1,0,4
56569,302,2021-05-30,9,1,3,2
56570,2,2021-01-03,7,1,0,5
56571,85,2021-09-05,23,1,1,2
56572,196,2022-07-31,33,1,2,4
56573,286,2021-01-10,6,1,3,4
56574,417,2022-01-09,9,0,0,0
56575,118,2021-09-19,17,1,2,4
56576,229,2021-04-25,8,1,3,3
56577,173,2021-07-11,12,1,3,4
56578,252,2021-12-19,3,1,4,2
56579,155,2022-07-17,15,1,2,2
56580,205,2021-06-27,28,1,2,2
56581,126,2021-03-28,1,1,2,3
56582,53,2021-04-04,6,1,0,3
56583,88,2021-05-23,16,1,0,2
56584,353,2021-02-07,6,1,3,3
56585,14,2022-01-02,4,1,2,4
56586,87,2021-10-10,2,1,2,2
56587,321,2021-01-10,11,1,3,4
56588,220,2022-08-21,7,1,4,4
56589,172,2022-02-13,14,1,0,4
56590,285,2021-05-02,19,1,3,3
56591,191,2021-10-31,1,1,3,3
56592,45,2022-04-24,16,1,2,4
56593,183,2021-08-29,2,1,2,2
56594,143,2022-07-03,5,1,3,3
56595,309,2022-01-30,14,1,2,2
56596,205,2021-04-25,8,1,2,2
56597,183,2022-08-21,11,1,2,2
56598,355,2022-02-20,2,1,3,3
56599,347,2022-03-06,0,1,4,3
56600,387,2022-06-19,2,1,3,1
56601,224,2022-02-20,13,1,2,3
56602,230,2021-12-12,4,1,3,3
56603,258,2021-09-05,5,1,3,3
56604,274,2021-03-07,7,1,3,2
56605,8,2021-04-04,18,1,3,5
56606,289,2022-08-21,2,1,3,2
56607,264,2022-03-13,14,1,2,2
56608,165,2021-01-03,7,1,2,2
56609,356,2021-08-08,13,1,3,2
56610,1,2022-02-20,18,1,0,5
56611,172,2021-10-31,8,1,0,4
56612,64,2022-03-06,11,1,3,4
56613,137,2021-08-08,5,1,3,3
56614,109,2021-09-26,11,1,2,3
56615,141,2021-04-04,1,1,2,4
56616,35,2021-01-03,9,1,0,4
56617,76,2022-01-02,6,1,0,4
56618,293,2021-03-14,18,1,2,2
56619,363,2022-03-27,13,1,4,4
56620,178,2021-12-19,9,1,2,2
56621,86,2022-07-17,7,1,2,3
56622,89,2021-04-04,1,1,0,4
56623,104,2022-03-20,14,1,2,2
56624,323,2021-01-03,6,1,3,2
56625,204,2022-02-13,6,1,4,2
56626,65,2021-02-07,9,1,2,5
56627,71,2022-01-02,3,1,2,4
56628,283,2022-02-20,11,1,3,3
56629,60,2021-01-03,11,1,1,4
56630,104,2022-02-27,9,1,2,2
56631,285,2022-03-13,3,1,3,3
56632,200,2021-07-04,15,1,4,3
56633,237,2021-12-19,6,1,3,4
56635,385,2022-05-22,27,1,3,4
56636,375,2021-08-08,9,1,3,3
56637,229,2021-03-07,8,1,3,3
56638,351,2021-03-14,9,1,3,4
56639,234,2022-08-07,1,1,3,3
56640,155,2021-10-31,15,1,2,2
56641,97,2022-07-17,7,1,3,2
56642,338,2021-09-19,1,1,3,3
56643,60,2021-03-28,2,1,1,4
56644,284,2021-08-22,3,1,2,2
56645,356,2021-08-29,7,1,3,2
56646,147,2021-10-03,5,1,2,3
56647,380,2021-10-24,3,1,3,3
56648,327,2022-01-23,6,1,3,3
56649,376,2021-08-15,9,1,4,5
56650,133,2022-04-17,26,1,3,4
56651,321,2021-10-31,15,1,3,4
56652,353,2022-04-24,14,1,3,3
56653,152,2022-07-10,11,1,3,3
56654,132,2022-08-21,8,1,3,5
56655,102,2022-01-30,6,1,2,4
56656,367,2022-08-21,7,1,3,4
56657,226,2021-01-17,6,1,3,5
56658,258,2022-06-19,14,1,3,3
56659,284,2022-04-03,7,1,2,2
56660,393,2022-04-24,15,1,4,3
56661,206,2021-01-31,6,1,2,4
56662,220,2022-03-06,5,1,4,4
56663,104,2022-01-30,12,1,2,2
56664,308,2022-03-06,7,1,4,4
56665,362,2022-08-07,4,1,3,2
56666,180,2021-03-28,2,1,3,4
56667,312,2021-02-14,9,1,2,5
56668,99,2022-01-09,4,1,2,5
56669,153,2021-09-26,2,1,3,3
56670,317,2021-06-06,14,1,2,2
56671,79,2022-04-24,4,1,3,3
56672,186,2021-12-19,1,1,0,4
56673,363,2021-12-19,7,1,4,4
56674,204,2022-06-26,2,1,4,2
56675,204,2022-07-17,4,1,4,2
56676,177,2018-12-16,23,1,3,2
56677,10,2019-05-19,182,1,1,5
56678,300,2019-06-09,58,1,4,2
56679,138,2019-06-16,143,1,0,4
56680,99,2019-01-06,14,1,2,5
56681,159,2019-06-30,48,1,2,2
56682,280,2019-07-07,58,1,3,4
56683,32,2019-07-07,276,1,2,3
56684,308,2019-07-14,24,1,4,4
56685,102,2019-02-10,19,1,2,4
56686,31,2019-07-28,41,1,0,4
56687,100,2019-02-10,123,1,1,5
56688,15,2019-07-28,37,1,2,4
56689,5,2019-09-01,55,1,2,5
56690,103,2019-09-01,49,1,2,5
56691,315,2019-09-01,9,1,3,2
56692,190,2019-03-10,6,1,2,3
56693,246,2018-12-09,11,1,2,3
56694,2,2019-05-19,135,1,0,5
56695,74,2019-05-26,46,1,0,2
56696,128,2019-06-02,102,1,3,4
56697,91,2019-06-02,53,1,3,4
56698,23,2019-06-02,79,1,2,3
56699,281,2019-06-09,36,1,3,4
56700,124,2019-06-16,33,1,2,2
56701,69,2019-06-23,47,1,0,2
56702,48,2019-01-06,8,1,0,3
56703,33,2019-07-07,125,1,0,5
56704,231,2019-02-03,16,1,2,3
56705,194,2019-02-10,12,1,2,3
56706,1,2019-07-28,214,1,0,5
56707,342,2019-08-04,25,1,3,4
56708,33,2019-08-04,112,1,0,5
56709,198,2019-09-01,15,1,4,4
56710,158,2019-03-03,14,1,2,2
56711,202,2019-09-22,28,1,2,4
56712,120,2019-09-22,50,1,2,2
56713,221,2019-03-17,47,1,0,4
56714,32,2019-04-14,52,1,2,3
56716,166,2019-05-05,22,1,3,3
56717,343,2019-05-26,36,1,3,3
56718,321,2019-06-02,48,1,3,4
56719,267,2019-06-02,97,1,2,3
56720,237,2019-06-09,37,1,3,4
56721,58,2019-06-09,103,1,0,3
56722,90,2019-06-09,68,1,4,3
56723,191,2019-06-23,20,1,3,3
56724,27,2019-07-07,126,1,2,3
56725,138,2019-02-03,37,1,0,4
56726,216,2019-07-21,24,1,2,2
56727,266,2019-07-28,56,1,2,5
56728,328,2019-02-10,15,1,2,2
56729,77,2019-08-04,62,1,2,4
56730,59,2019-08-04,42,1,2,3
56731,10,2019-02-10,58,1,1,5
56732,102,2019-09-01,23,1,2,4
56733,231,2019-03-03,15,1,2,3
56734,161,2019-03-03,19,1,2,4
56735,128,2019-09-15,19,1,3,4
56736,342,2019-03-17,22,1,3,4
56737,38,2019-03-17,41,1,1,3
56738,128,2019-03-17,27,1,3,4
56739,302,2019-03-24,7,1,3,2
56740,8,2019-03-24,34,1,3,5
56741,255,2022-01-02,3,1,3,3
56742,260,2022-07-17,1,1,4,3
56743,321,2021-10-03,14,1,3,4
56744,98,2018-12-09,6,1,0,4
56745,33,2019-05-26,97,1,0,5
56746,69,2019-06-02,35,1,0,2
56747,78,2019-06-02,102,1,2,4
56748,195,2019-06-02,77,1,3,3
56749,155,2019-06-09,41,1,2,2
56750,1,2019-06-30,435,1,0,5
56751,266,2019-07-14,49,1,2,5
56752,185,2019-02-10,15,1,2,3
56753,126,2019-02-17,28,1,2,3
56754,117,2019-09-15,29,1,0,4
56755,46,2019-03-31,19,1,0,2
56756,129,2019-04-07,38,1,3,5
56757,19,2021-12-12,18,1,1,4
56758,69,2021-08-15,13,1,0,2
56759,61,2022-07-24,14,1,2,2
56760,370,2022-02-13,4,1,4,5
56761,300,2021-01-10,4,1,4,2
56762,184,2019-05-12,110,1,0,4
56763,101,2019-05-19,63,1,2,4
56764,103,2019-05-19,56,1,2,5
56765,237,2019-06-02,39,1,3,4
56766,6,2019-06-02,145,1,0,4
56767,247,2019-01-13,9,1,3,2
56768,62,2019-01-27,15,1,3,4
56769,37,2019-07-07,385,1,1,3
56770,25,2019-07-14,72,1,0,4
56771,327,2019-07-14,50,1,3,3
56772,60,2019-07-21,83,1,1,4
56773,9,2019-09-01,37,1,2,5
56774,133,2019-09-08,20,1,3,4
56775,216,2019-03-10,14,1,2,2
56776,89,2019-03-10,29,1,0,4
56777,279,2019-03-10,30,1,3,4
56778,84,2019-09-22,26,1,0,3
56779,44,2019-03-17,95,1,1,4
56780,268,2019-04-07,28,1,2,4
56781,27,2019-04-21,11,1,2,3
56782,317,2022-08-14,7,1,2,2
56783,45,2019-06-02,80,1,2,4
56784,126,2019-06-02,165,1,2,3
56786,10,2019-06-16,159,1,1,5
56787,80,2019-07-07,50,1,0,2
56788,167,2019-07-07,138,1,2,5
56789,35,2019-07-14,55,1,0,4
56790,119,2019-07-28,82,1,2,5
56791,166,2019-08-04,20,1,3,3
56792,24,2019-08-18,33,1,3,4
56793,166,2019-08-25,2,1,3,3
56794,39,2019-02-24,17,1,2,3
56795,342,2019-03-10,15,1,3,4
56796,6,2019-09-15,14,1,0,4
56797,74,2019-03-10,38,1,0,2
56798,68,2019-03-31,53,1,2,5
56799,119,2019-04-07,52,1,2,5
56800,132,2019-04-14,47,1,3,5
56801,278,2019-04-21,9,1,3,3
56802,57,2017-04-02,51,1,0,5
56803,214,2017-04-16,18,1,3,3
56804,237,2017-06-04,45,1,3,4
56805,193,2017-06-25,19,1,2,5
56806,113,2017-07-09,61,1,2,4
56807,149,2017-07-23,73,1,1,4
56808,78,2017-08-06,20,1,2,4
56809,100,2017-08-27,11,1,1,5
56810,101,2017-10-01,4,1,2,4
56811,275,2018-02-11,16,1,3,5
56812,49,2018-02-25,38,1,1,3
56813,60,2018-03-04,38,1,1,4
56814,225,2018-04-08,29,1,2,5
56815,193,2018-04-15,40,1,2,5
56816,17,2018-05-06,90,1,2,5
56817,227,2018-05-13,40,1,4,5
56818,195,2018-05-13,41,1,3,3
56819,106,2018-05-13,139,1,0,5
56820,322,2018-05-13,16,1,0,4
56821,284,2017-05-21,23,1,2,2
56822,162,2017-07-23,7,1,2,3
56823,47,2017-08-27,42,1,2,4
56824,137,2017-12-03,7,1,3,3
56825,33,2018-01-07,9,1,0,5
56826,279,2018-04-01,19,1,3,4
56827,62,2018-04-08,29,1,3,4
56828,73,2018-04-22,14,1,0,3
56829,42,2018-05-06,42,1,3,4
56830,21,2017-04-16,46,1,0,4
56831,49,2017-06-25,41,1,1,3
56832,44,2017-08-13,80,1,1,4
56833,49,2017-08-13,19,1,1,3
56835,319,2017-11-19,3,1,2,5
56836,1,2018-01-07,44,1,0,5
56837,176,2018-04-01,20,1,0,2
56838,21,2018-04-08,24,1,0,4
56839,80,2018-04-15,34,1,0,2
56840,51,2017-12-10,9,1,2,3
56841,91,2017-12-31,1,1,3,4
56842,232,2018-02-11,6,1,3,2
56843,274,2018-04-08,14,1,3,2
56844,306,2018-05-06,23,1,3,3
56845,186,2018-05-20,79,1,0,4
56846,227,2017-04-16,39,1,4,5
56847,192,2017-04-30,40,1,2,4
56848,96,2017-04-30,34,1,2,3
56849,223,2017-05-07,25,1,2,3
56850,188,2017-05-07,27,1,3,5
56851,166,2017-06-04,42,1,3,3
56852,244,2017-06-18,16,1,2,3
56853,32,2017-06-25,50,1,2,3
56854,53,2017-07-09,38,1,0,3
56855,49,2017-12-10,45,1,1,3
56856,253,2018-01-07,6,1,2,3
56857,176,2018-02-25,12,1,0,2
56858,74,2018-02-25,27,1,0,2
56859,217,2018-04-01,18,1,2,2
56860,130,2018-05-06,37,1,2,4
56861,134,2018-05-20,88,1,2,4
56862,240,2017-04-09,18,1,3,3
56863,148,2017-06-04,6,1,2,2
56864,167,2017-06-11,70,1,2,5
56865,280,2017-09-03,17,1,3,4
56866,117,2018-05-06,45,1,0,4
56867,148,2018-05-06,20,1,2,2
56868,240,2018-05-06,19,1,3,3
56869,277,2017-04-09,16,1,3,4
56870,128,2017-04-30,57,1,3,4
56871,139,2017-06-11,35,1,2,4
56872,214,2017-07-02,37,1,3,3
56873,209,2018-02-25,11,1,2,2
56874,210,2018-03-25,47,1,2,5
56875,140,2018-04-22,39,1,2,3
56876,292,2017-05-28,24,1,2,4
56877,207,2017-06-11,29,1,2,3
56878,140,2017-07-09,33,1,2,3
56879,66,2017-09-03,5,1,2,2
56880,11,2017-09-10,17,1,2,5
56881,149,2017-10-29,16,1,1,4
56882,113,2018-02-18,22,1,2,4
56883,186,2017-04-30,30,1,0,4
56884,78,2017-05-07,49,1,2,4
56885,79,2017-06-11,14,1,3,3
56886,4,2017-07-23,45,1,0,4
56887,28,2017-07-23,17,1,0,3
56888,17,2017-08-06,44,1,2,5
56889,20,2017-09-24,83,1,2,5
56890,119,2017-12-03,2,1,2,5
56891,115,2017-12-17,14,1,2,4
56892,135,2018-03-18,14,1,2,4
56893,184,2018-04-01,29,1,0,4
56894,269,2018-04-08,25,1,2,4
56895,12,2018-04-22,53,1,0,5
56896,123,2018-05-06,16,1,3,3
56897,109,2018-05-13,38,1,2,3
56898,6,2018-05-13,68,1,0,4
56899,144,2018-05-13,103,1,2,5
56900,222,2017-04-16,33,1,2,4
56901,280,2017-04-23,38,1,3,4
56902,108,2017-05-21,13,1,2,2
56903,237,2017-06-11,51,1,3,4
56904,27,2017-06-25,18,1,2,3
56905,147,2017-08-13,1,1,2,3
56906,35,2017-08-20,15,1,0,4
56907,267,2017-09-10,2,1,2,3
56908,206,2017-12-24,6,1,2,4
56909,128,2018-04-15,40,1,3,4
56910,84,2018-05-06,74,1,0,3
56911,293,2018-05-20,20,1,2,2
56912,89,2017-07-09,57,1,0,4
56913,100,2017-07-30,44,1,1,5
56914,10,2017-08-27,26,1,1,5
56915,149,2017-09-17,29,1,1,4
56916,96,2018-01-14,17,1,2,3
56917,56,2018-03-04,27,1,2,3
56918,104,2018-04-15,18,1,2,2
56919,85,2018-04-29,24,1,1,2
56920,23,2017-06-04,49,1,2,3
56921,12,2017-07-23,51,1,0,5
56922,36,2018-04-01,33,1,0,4
56923,146,2017-04-09,13,1,0,2
56924,102,2017-05-07,30,1,2,4
56925,19,2017-05-28,60,1,1,4
56926,183,2017-06-11,31,1,2,2
56927,118,2017-07-02,50,1,2,4
56928,246,2017-12-10,22,1,2,3
56929,1,2018-02-25,81,1,0,5
56930,151,2018-03-25,118,1,0,5
56931,194,2018-04-08,15,1,2,3
56932,37,2018-04-22,91,1,1,3
56933,207,2018-05-06,30,1,2,3
56935,164,2017-05-28,31,1,3,5
56936,258,2017-05-28,13,1,3,3
56937,135,2017-07-30,22,1,2,4
56938,141,2017-12-17,19,1,2,4
56939,77,2018-01-14,13,1,2,4
56940,150,2018-02-25,14,1,0,3
56941,29,2018-03-11,24,1,2,3
56942,102,2018-04-29,35,1,2,4
56943,14,2018-05-13,39,1,2,4
56944,110,2017-05-21,11,1,4,3
56945,281,2017-06-11,36,1,3,4
56946,67,2017-06-25,26,1,2,5
56947,92,2017-08-27,31,1,1,4
56948,46,2018-01-07,8,1,0,2
56949,323,2018-02-18,3,1,3,2
56950,38,2018-02-18,33,1,1,3
56951,166,2018-04-01,17,1,3,3
56952,125,2018-04-22,34,1,2,4
56953,185,2018-04-29,15,1,2,3
56954,252,2018-05-06,13,1,4,2
56955,8,2017-07-02,13,1,3,5
56956,120,2018-03-04,35,1,2,2
56957,250,2018-04-22,17,1,3,4
56958,245,2018-05-06,7,1,2,2
56959,13,2017-04-23,146,1,1,5
56960,97,2017-05-07,18,1,3,2
56961,1,2017-05-14,118,1,0,5
56962,47,2017-05-28,73,1,2,4
56963,223,2017-06-11,44,1,2,3
56964,7,2017-07-09,33,1,3,5
56965,248,2017-07-16,24,1,3,2
56967,53,2017-10-08,4,1,0,3
56968,149,2017-10-08,19,1,1,4
56969,262,2018-01-28,4,1,4,4
56970,2,2018-05-20,150,1,0,5
56971,153,2017-05-28,5,1,3,3
56972,278,2017-06-11,36,1,3,3
56973,150,2017-07-02,39,1,0,3
56974,131,2017-08-06,13,1,3,3
56976,202,2018-03-25,20,1,2,4
56977,18,2018-04-01,22,1,0,4
56978,168,2018-04-08,5,1,2,3
56979,105,2017-04-23,41,1,2,3
56980,308,2017-06-11,22,1,4,4
56981,46,2017-07-09,41,1,0,2
56982,296,2017-07-23,5,1,3,3
56983,182,2017-07-30,6,1,3,2
56985,141,2018-02-04,14,1,2,4
56986,14,2018-04-08,36,1,2,4
56987,252,2017-07-09,3,1,4,2
56988,23,2017-10-15,1,1,2,3
56990,410,2018-04-29,35,2,0,6
56991,208,2018-04-29,20,1,2,2
56992,122,2017-05-28,18,1,2,2
56993,174,2017-05-28,42,1,2,2
56995,59,2017-06-04,29,1,2,3
56996,249,2017-06-11,27,1,2,2
56997,236,2017-06-18,8,1,2,3
56998,34,2017-06-25,36,1,0,4
56999,198,2017-07-23,12,1,4,4
57000,1,2017-08-27,128,1,0,5
57001,196,2017-11-26,7,1,2,4
57002,112,2017-12-24,23,1,2,2
57003,31,2018-01-21,5,1,0,4
57004,202,2018-02-18,22,1,2,4
57005,69,2018-03-25,33,1,0,2
57006,6,2018-04-01,48,1,0,4
57007,6,2018-04-08,55,1,0,4
57008,230,2018-05-13,18,1,3,3
57009,66,2017-05-21,26,1,2,2
57010,202,2017-08-06,20,1,2,4
57011,57,2017-10-01,33,1,0,5
57012,261,2017-10-29,7,1,3,4
57013,24,2018-02-04,23,1,3,4
57014,176,2018-03-11,15,1,0,2
57015,234,2018-04-15,23,1,3,3
57016,150,2017-06-11,46,1,0,3
57017,189,2017-07-16,7,1,3,2
57018,84,2017-07-23,17,1,0,3
57019,280,2017-07-30,12,1,3,4
57020,45,2018-01-14,3,1,2,4
57021,179,2018-03-18,6,1,2,4
57022,115,2018-03-18,15,1,2,4
57023,215,2018-03-25,9,1,2,3
57024,300,2017-05-14,11,1,4,2
57025,235,2017-05-28,7,1,2,2
57026,77,2017-06-04,67,1,2,4
57027,44,2017-06-18,44,1,1,4
57028,95,2017-09-03,6,1,2,3
57029,52,2017-09-24,4,1,2,3
57030,169,2017-07-23,4,1,3,3
57031,58,2017-12-10,20,1,0,3
57032,218,2017-12-31,4,1,2,2
57033,148,2018-03-04,15,1,2,2
57034,107,2018-03-25,12,1,2,2
57035,283,2017-07-30,3,1,3,3
57036,34,2017-08-27,38,1,0,4
57037,191,2017-09-03,3,1,3,3
57038,290,2017-12-24,8,1,0,5
57039,29,2017-12-17,14,1,2,3
57040,260,2018-02-04,4,1,4,3
57041,2,2018-04-08,40,1,0,5
57042,162,2017-10-01,6,1,2,3
57043,296,2017-07-16,8,1,3,3
57044,132,2017-08-06,13,1,3,5
57045,22,2018-01-07,8,1,2,4
57046,244,2018-02-04,12,1,2,3
57047,43,2018-02-25,27,1,2,4
57048,4,2018-04-15,30,1,0,4
57049,198,2018-05-27,23,1,4,4
57050,170,2018-06-10,50,1,3,3
57051,24,2017-09-17,7,1,3,4
57052,11,2017-09-24,19,1,2,5
57053,175,2018-01-14,5,1,2,4
57054,164,2018-01-28,3,1,3,5
57055,306,2018-03-04,9,1,3,3
57056,272,2018-06-03,26,1,3,3
57057,69,2018-06-03,29,1,0,2
57058,262,2018-02-04,5,1,4,4
57059,184,2017-04-09,46,1,0,4
57060,188,2018-01-07,6,1,3,5
57061,304,2017-12-03,7,1,2,5
57062,21,2017-12-03,26,1,0,4
57063,126,2018-03-18,17,1,2,3
57064,249,2018-03-25,15,1,2,2
57065,109,2018-04-29,16,1,2,3
57066,173,2017-08-13,18,1,3,4
57067,44,2017-12-17,44,1,1,4
57068,140,2018-01-21,2,1,2,3
57069,75,2018-02-25,14,1,2,3
57070,274,2018-05-27,25,1,3,2
57071,281,2017-04-16,25,1,3,4
57072,277,2017-12-10,5,1,3,4
57073,248,2017-06-11,14,1,3,2
57074,214,2017-12-03,5,1,3,3
57075,113,2018-04-01,17,1,2,4
57076,268,2017-07-02,28,1,2,4
57077,205,2017-07-16,11,1,2,2
57078,13,2017-09-03,14,1,1,5
57079,300,2017-12-10,13,1,4,2
57080,37,2018-01-14,3,1,1,3
57081,205,2018-05-20,17,1,2,2
57082,161,2018-06-03,115,1,2,4
57083,15,2017-05-07,31,1,2,4
57084,235,2017-07-02,15,1,2,2
57085,9,2017-08-13,11,1,2,5
57086,28,2017-10-15,6,1,0,3
57087,241,2017-04-09,12,1,3,3
57088,7,2017-06-11,27,1,3,5
57089,197,2018-01-07,4,1,4,3
57090,71,2017-04-30,44,1,2,4
57091,163,2018-02-11,15,1,2,4
57092,187,2018-03-18,11,1,2,4
57093,41,2017-06-04,34,1,0,3
57094,314,2017-07-02,11,1,4,4
57095,144,2017-12-03,11,1,2,5
57096,194,2018-03-18,8,1,2,3
57097,244,2018-06-03,57,1,2,3
57098,99,2018-06-03,139,1,2,5
57099,90,2017-07-09,18,1,4,3
57100,266,2018-02-11,5,1,2,5
57101,188,2018-05-27,81,1,3,5
57102,59,2018-06-03,72,1,2,3
57103,25,2017-06-11,72,1,0,4
57104,57,2018-03-04,22,1,0,5
57105,91,2018-04-22,20,1,3,4
57106,264,2018-05-13,27,1,2,2
57107,201,2017-06-18,4,1,3,2
57108,222,2018-03-25,26,1,2,4
57109,225,2018-05-13,50,1,2,5
57110,194,2017-05-07,29,1,2,3
57111,116,2017-07-09,27,1,3,5
57112,199,2017-07-16,25,1,3,4
57113,17,2017-09-03,30,1,2,5
57114,1,2018-01-14,27,1,0,5
57115,30,2018-01-28,23,1,1,3
57116,312,2018-04-29,9,1,2,5
57117,82,2018-05-20,89,1,2,4
57118,138,2018-05-27,107,1,0,4
57119,194,2018-06-10,28,1,2,3
57120,262,2017-05-07,20,1,4,4
57121,44,2018-01-14,16,1,1,4
57122,99,2017-06-18,17,1,2,5
57123,122,2017-06-18,26,1,2,2
57124,115,2017-08-06,9,1,2,4
57125,105,2017-09-03,1,1,2,3
57126,50,2017-06-25,36,1,2,4
57127,163,2017-11-26,1,1,2,4
57128,32,2017-12-24,11,1,2,3
57129,235,2017-04-23,12,1,2,2
57130,179,2017-08-06,12,1,2,4
57131,296,2018-02-18,9,1,3,3
57132,262,2018-02-18,7,1,4,4
57133,54,2018-02-18,14,1,3,3
57134,322,2018-04-22,14,1,0,4
57135,11,2018-06-03,154,1,2,5
57136,226,2018-06-10,41,1,3,5
57137,264,2018-03-18,11,1,2,2
57138,185,2018-04-01,11,1,2,3
57139,22,2017-05-14,30,1,2,4
57140,58,2018-02-18,24,1,0,3
57141,92,2017-06-25,24,1,1,4
57142,118,2017-07-23,18,1,2,4
57143,201,2017-04-30,5,1,3,2
57144,292,2017-08-13,6,1,2,4
57145,100,2017-11-12,7,1,1,5
57146,58,2018-04-22,34,1,0,3
57147,252,2017-07-16,2,1,4,2
